index	question	sentence	label
1815	Math presentation, ap history test, ap science test, and whatever the hell we're doing in Asgill... Today should be fun!	 	1
1816	If that's Man U at its best they have much bigger problems than us ;) #saintsfc. Then again we're still 5th #noproblem	 	0
1817	Even Soweto TV didn't bother to show these fvcken awards...useless to the bone..go figure	 	0
1818	Pain is inevitable, suffering is optional|#Anonymous	 	0
1819	How DARE somebody exercise their freedom to protest and freedom of speech.	 	1
1820	What I learned today??? You can choose to live a fearless life. #iam #fearfree  #fearfull	 	0
1821	"@Fit_Motivator: I learned that if you want to make it bad enough, no matter how bad it is, you can make it. -Gale Sayers"  #Wise	 	0
1822	SEC crew doing some quality officiating in the penn state game. . How do you miss that terrible block in the back?	 	1
1823	#Legend says if you stand in front of a mirror+say "I can't even" 3 times, a girl in #yogapants will appear+give you a pumpkin spice latte.	 	0
1824	Photo: Invoices have been sent out... http://t.co/wZlnwsRjeL	 	0
1825	Read at http://t.co/HbeAb2hklW the news '#Media #Struggle #to #Save #Obama,  #the #Country'	 	0
1826	Lol well done swans	 	1
1827	Just found the picture of lisazamorano trying to kill me #bff at our #seniorbrunch @ Moutain Meadows http://t.co/Z7DSE9tt3h	 	0
1828	@reubenzj Unfortunately not, hey. Daddy didn't think his daughter'd be into gaming or FIFA.  youraveragedaddysgirl	 	0
1829	My dream is to celebrate Christmas with you 😍	 	0
1830	@eskimodave yup.. Few weeks in NZ mucking about then some time in Fiji dodging sharks.	 	0
1831	My dogs like to be nice and toasty while relaxing at home #adorable #puppy #socute #icant http://t.co/jCW9WYwC30	 	0
1832	Hashtags are great idk why everyone stopped using them #jk  #bye	 	1
1833	@bonka10 @PopsMcDaddy come on Graham / Thomas!	 	0
1834	Today stats: 5 followers, 8 unfollowers and followed 2 people via http://t.co/Xk07IiC3Mv	 	0
1835	I had the best New Years!!!! Spent it with the people I love & I fucking loved it! 😍 Such a happy camper right now! 😝💚❤️	 	0
1836	@m1897 haha I also had 2... cheers bro !!!	 	0
1837	@TeamWadiCamacho @wadicamacho Even better let's see if Wadi Camacho man's up and fights @JamieOneball	 	0
1838	Lol at people saying they're turning 13 this year when did I start following kids #sorry	 	0
1839	On my TL I see a Somerholic that unfollowed me tweeting retweet if you're a Somerholic to see how many are there.also i'm not allowed	 	2
1840	@jopage_ I've had three boys, breastfed them all for about a year each and never had to do it out when I was out!  necessary	 	0
1841	I would LOVE to touch an anaconda! Jump on that thang and ride it like a horse! #EatenAlive	 	0
1842	Photo: #whynot? #why #pop#art #artist @whirleytimes #whirleyshot #whirleystudio #sharpie #acrylics... http://t.co/5CEDFL7SHL	 	0
1843	A MAN MUST HAVE (3) F's TO GET a A IN LIFE: FORTITUDE, FOCUS, & FINANCES. http://t.co/3IY91CxWP0 @AlimHagan	 	0
1844	Aaand the hits just keep on coming. #BadDay	 	0
1845	.@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @FoxNews	 	2
1846	#Kaley Cuoco-Sweeting #apologises #for #saying she's  #a #feminist: Kaley Cuoco-Sweeting, pictured with her... http://t.co/6ZAn7uxtKp	 	0
1847	 Obama's $1,176,120.90 in Taxpayer Funded Costs to Attend Political Fundraisers in Los Angeles, San Francisco http://t.co/2PmAt1l7rO	 	2
1848	11:11 - say something stupid. ||Oh... You beat me to it.	 	0
1849	#notcies #eu End to fish discards delayed - End to fish discards delayed Copyright EP 2013. From: Eu Reporter Vie... http://t.co/tneK7j3Jc9	 	0
1850	I'm not really sure how I'm still alive and writing this paper right. Napping instead of sleeping on the weekends isn't cutting it #finals	 	0
1851	@StuartScott @espn Rest well Stuart, you were a man of grace & courage. May your family find peace.	 	0
1852	@WeeRockWhisky apricots pears and boozy Belgian goodness. A winter warmer.	 	0
1853	Couldn't have asked for a better night.	 	0
1854	@The_Macallan @WeeRockWhisky patio tumbler goodness #Mac12days	 	0
1855	"He looks a decent bowler. Not really a 5th bowler, but, in a balanced side potentially 6th bowler" Styris on HSohail. #pakvnz	 	0
1856	hit 1000 follower on instagram, ive officially made it in life	 	1
1857	Look! It's a white Christmas after all!  #MinnesotaProblems http://t.co/fFGDuJxgBj	 	3
1858	@JoeUnseen @NBAtheist |"Colored?" |Don't they prefer "negro" now?|	 	3
1859	It's not possible to have enough time	 	0
1860	Library computer has frozen again #shocker	 	1
1861	BJP-CONGRESS nt disclosing detail of 3600 cr. donation received,still Media/Bhakts questioning AAP  #MufflerMan http://t.co/eMUWoK00Tl	 	3
1862	My last final today then straight to my surgeons #WhatAGoodWeek	 	1
1863	Ariana Grandes makeup is always sooo flawless 🙊	 	0
1864	Remember when I ran 14 miles on 90 min of sleep this summer? I've got a 14+ hour day on about two hours of sleep. This'll be fun.	 	1
1865	I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker	 	1
1866	Lighting now setup on the #Malawi #Aquarium... Water tomorrow! #Cichlids #NoFilter #MarineWhite http://t.co/7VWnRNzgCk	 	0
1867	Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.	 	1
1868	OK, OK, GEEZ! I KNOW ALREADY! @itzwikipedia @engrossingfacts @mysteriousfact #totally  #repetetive http://t.co/WKbijSPVtL	 	0
1869	@_XenaaSkky I.e., strength in numbers, focused movement, appeal to other countries, use pens and paper, change the way we live drastically.	 	0
1870	"@KbJ5: Things to complain about on Christmas day. "I have a pimple in my ear" @Delakotze #ThanksObama"  #LegitReasonToComplain	 	1
1871	@RenuGill_x someone's on the defensive...if the shoe fits 🐸☕️	 	0
1872	Left home at 7.30am and still trying to get to work. I just want to cry!! #happymonday	 	1
1873	It's pretty amazing that in 'The Land of the Free', people are debating if we should feel safe around our police.	 	2
1874	@whittmj1128 @Johnubacon @SamWebb77 this is true, the Patriots, Packers, or Broncos could suddenly need a new coach  #itshappening	 	3
1875	#Sopping #wet|#Squishing #mud #between #toes...||Well, why ...|#Swimming in a #mud #puddle	 	0
1876	 I don't know why it's so fun, but it is. cx I could probably think and find out, but yeah. No. xD	 	0
1877	@bluedemloyalty , former Chairwoman, US Commission on Civil Rights	 	0
1878	Tomorrow is the day I'm coming back to Florida for good .... :(  unless something changes in  the next 24hrs which I doubt   #ready	 	0
1879	@RabbiJason @JewishNewsDet By definition placing money on the outcome of anything is gambling! Choosing to deny this is self delusion	 	0
1880	Such a long day :/ #wrecked	 	0
1881	The downside to working in fisheries and conservation is that you can rarely afford the cool things that promote your job	 	2
1882	 #adanisJet lol @kapsology: Irony committed suicide jumping from Adani's jet! #LoveJihad & #Gharwapsi orphaned! http://t.co/SmP0QQfHdD	 	0
1883	Just gave Imperfecto a 3.5/5 rating on @Zomato http://t.co/ZASH9jjB4x	 	0
1884	@HELENOHENZO Your not understanding something, does  make you an expert in the field.	 	0
1885	One of many reasons I dislike #Alabama fans. #auburn #RollTide #myass #jakellmitchell http://t.co/ntk85ngOeG	 	0
1886	I'm so glad I work a double on New Year's Eve and then most of New Year's Day...  #pissed	 	1
1887	@PompeyAirways yeah, and you ignored my point...	 	0
1888	@KevinnCyrus lol of course it's the best!!	 	1
1889	@jodalatour @FoxNews Would you have said in the 1800s, "Why is GOP against Africans being brought here? Do any of them want to pick cotton?"	 	0
1890	@kaist455 Oh, come on. Give her a chance with her trust worthy SNS warriors and her followers in that "Uber-Right wing" portal.	 	1
1891	So that went well	 	1
1892	@TobiasHellquist wow, that is some fluent finnish	 	1
1893	#SocialMedia Where it's perfectly normal to talk to people in pictures !	 	1
1894	@Cyclocosm Hey, he DOES have the word "ban" on his home page like two or three times though. #AcknowledgementIsFirstStep	 	1
1895	@TheGoodGodAbove Re: Xmas: "Christmas" is itself an abbreviation of "Christ's Mass."  @ThatKevinSmith http://t.co/5CGoJWvlTL	 	2
1896	@MauriceFosso now that's just mean.  #sorrynotsorry	 	1
1897	How do we end up talking? ..oh wait..we don't talk..whooops #cutestcouple	 	1
1898	A year ago this would be just a writing on a t-shirt  anymore all thanks to @SFSLacrosse @wwpinc #MerryXmas http://t.co/5cpSuJFkmX	 	0
1899	Goodie bags for 2nd grade are done! #whatsnext?	 	0
1900	But nooooo we have religious freedoms, no one ever gets controlled or oppressed by a dominant religion	 	1
1901	Good luck today DJ Durkin. It is NOT great to be a Florida gator. | |#fuckUF	 	3
1902	And then there was none. Goodbye beard (of sorts) #MensFashion  http://t.co/OXvQMOBzSB	 	1
1903	Horses are just hornless unicorns :O ||#enlightened #mystical #wow  #on #drugs	 	0
1904	Last day of the working week and let's see just how bad it can get! #positive	 	1
1905	I wish a mf would 👊👊| my day!	 	0
1906	It's  #cute to be awake right now	 	0
1907	Angry-face #Leo #Kids #Fun #Face #Angry  http://t.co/w0MnWIGNrM	 	0
1908	@CjCarson17 only children at home status. Woohoo Isn't it fun...😒😔	 	1
1909	What wonderful weather we are having...I might need sunscreen today 😎  󾍁	 	1
1910	But not a grocery store or pharmacy. Sensible.  "@GRPress: Offices or apartments? owners of Monroe Avenue factory ponder options"	 	1
1911	At least my tan looks good 😳😂  need to learn to appreciate my pale skin 🙈	 	1
1912	well today is gonna be a great day 👌	 	1
1913	 is too complex a word for him to understand @BigJdog916 @RBRNetwork1 @DywanWII	 	0
1914	67 is such a beauty 😒  #manitibaprobs	 	1
1915	Cramps in the front, husbands knee in my back. Yeah. Sleep seems possible tonight.  #suckitmothernature	 	1
1916	FOR SHAME .. THIRD TIME ... Pregnant Duchess wears designer dress for the THIRD time in New York http://t.co/hKXpFkKWZ0 via @Femail	 	1
1917	@scholey89 Nah, I don't think he says 'f*ck' enough on that album!  #angryman #oldschool	 	1
1918	Gotta record my favorite show Tamar&Vince season finale!!!💜	 	0
1919	Photo: Abstract Tribal Bubble Jumpsuit Size: s-xl Cost:$39.99 http://t.co/cj8njWXwNu	 	0
1920	Sums up my week really  #NursingLife #WorkingDaysAndNights http://t.co/X3vnjbiSsy	 	3
1921	@KSeaboldt The pace of KCRoyals activity at the Winter Meetings is giving me vertigo!	 	1
1922	says women & blacks are a different "species" @Dolphin__Man @RBRNetwork1 @HarryThetech76 @TimOwensby @TheOldBreed1775	 	0
1923	I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor	 	0
1924	So excited to spend the next 12 hours at school.	 	1
1925	The ER sucked tonight ... Urgent Care tomorrow .... YAY  #fml #ugh	 	1
1926	Too blessed to be stressed. So hype for next year! #HAILSTATE http://t.co/F80bfGO5vp	 	0
1927	Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead 😂  #NeedAGoodLaugh http://t.co/ETKxZpfv5X	 	0
1928	Still time 2 enter my @ModereUS sample #giveaway on my @YouTube channel! Check it out here http://t.co/4BUMuM2Rqh #modere #bbloggers #beauty	 	0
1929	Love waking up to grumpy people	 	1
1930	@businessinsider: T-Mobile's CEO thinks the Apple Watch is going to be huge http://t.co/i9nN1zTcGs <-- I do, too.	 	0
1931	So that was the inception episode. Down to the tangerine/ spinning top. Subtle.	 	1
1932	i can always count on freshmen to make the library loud. THANKS	 	1
1933	@Parlett316 he's played 5 minutes, 0-4 from field, a steal and 2 fouls. that's it. that's all he's done.	 	0
1934	@ChuckCJohnson BREAKING: #realjournalist bullying major problem in nation's high schools.	 	0
1935	Looking forward to a nice and long 130km #cycle tomorrow, in the minus degree weather  #fool #festive500	 	1
1936	"Might go back to bed it's easier then making the effort" @PatrickRowe123   #wrong 😂😭	 	0
1937	@outsilver87 @LasVegasCapper Ya, because if history has told us anything, it's that betting on sports is a GREAT way to make money!	 	1
1938	@Devin_Heroux @CBCEyeopener @downtowncalgary was STUNNING today, wasn't it?	 	0
1939	@the_cheshirekat @TheLividPatriot Ya cause their country is calm and peaceful from Everyone arming themselves	 	1
1940	@chriscomben @lexpersaud it's in my Priory contract to wear those. Hugely popular with Priory Ultras #does  #count #xxx	 	0
1941	White people are irrelevant at this point. The black community needs to rise ABOVE y'all are in control!!!!!! #truth	 	1
1942	Great start to the day	 	1
1943	I'm fricken peachy today!!	 	1
1944	@TheTweetOfGod Even you have to think the Religious Freedom Restoration Act in Michigan is ridiculous.	 	0
1945	@_Liam_Walker_ but  in term time my son........ 😆😎	 	0
1946	Worth a read. On #Christians and the persecution they face. #equality #respect #sectarianviolence #countyourblessings http://t.co/EvTmzbljyK	 	0
1947	I may or may not be obsessed with the grinch 😏	 	0
1948	@RevArun @c_of_e Money 4 Church|http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2: https://t.co/cpJZkEgNe7	 	0
1949	@the_bearded_1 And when you overpay for that talent you get stuck w/ that talent. Which perpetuates the losing cycle the Cubs are in	 	0
1950	@cnsnews Say it ain't so, Joe.  Who would imagine a government program fraught with fraud?  Has this ever happened before?	 	2
1951	@SUP3RFRUIT I think being gay is wrong, its like people chose to be gay just to piss off the magic old man that lives in the sky	 	1
1952	 - during @CNNReliable criticism of @RollingStone , a promo for a special featuring #BillCosby "#rape victims" airs. #Hypocrites	 	2
1953	If #PMHarper gets reelected, these r the possibilities: he & #CPC cheated (again); #Canada has a collective #StockholmSyndrome; we're doomed	 	0
1954	trivia crack is taking over my life.	 	0
1955	@lcooney @Orthorize @drjmetz @WykdWench awesome! :)	 	0
1956	What an amazing start to the weekend!  #ohgoditsfridayagain	 	1
1957	@TheVampsband who doesn't??	 	3
1958	Canny wait to get my new phone, sneaks and clothes on thursday #payday #would #be #rude  #too	 	0
1959	Rocking the Christmas socks at work. It's the little things like this that make me happy. #essentialservice 🎅🎄 http://t.co/E5jqetthIt	 	0
1960	Not felt this I'll since I was in kos! Eugh a great end to a great week......  #beenshite #killme	 	1
1961	My grandma gulping her hot coco loudly and my mom goes: "you gulping over there?" My grandma: "no I'm queefing"  #HAHA	 	3
1962	So glad they've found a way to make the gospel socially relevant to klingons!  http://t.co/rKSId5vFkc	 	1
1963	O_o ummm...so, like?? ||RT"@Redskins: From our family to yours, have a safe and #HappyThanksgiving http://t.co/LUeMYFptnh"	 	0
1964	My death will likely be caused by  at the wrong time.	 	0
1965	@BenVolin @ArashMarkazi Everybody just keeps saying "Gronk and large contingent of Patriots." Who else is there with Rob?	 	0
1966	Dad and step mom bitching at each other, now it's Christmas 😊🎄😤  #ugh	 	1
1967	internet got me like 😩 #stillalive  http://t.co/q7cK7aQnQZ	 	1
1968	The joy I have for overnight stakeouts	 	1
1969	@Arlo2121 @BillBruno @AtomicDeke @ftwpodcast @followthatband @joeftwpodcast	 	0
1970	Gutted Doyle has gone back to #wwfc. I don't think we saw what he's capable of. #cpfc	 	1
1971	@dairymanNZ Its called  @DairyGirlNZ	 	0
1972	Sunset for January 04, 2015 at 04:39PM! Temperatures: 6℃. It's Partly Cloudy.	 	0
1973	Can't wait for my boyfriend to come home and kick my butt into shape....  🙈😂 @DylanJohannink	 	1
1974	Hmmm what to have for dinner	 	0
1975	When you have Challah French Toast on Christmas	 	2
1976	@LitaMacWolfZERO as far as what? A room?	 	0
1977	@mrsdtownsend why would you do this... @LennySimples #superman  #childagain http://t.co/OapnORPW6F	 	1
1978	Woohoo admitting someone who literally needs nothing but med refills!  http://t.co/9zQCcc7q5a	 	0
1979	@TonyBrown03 that's the easy part. Giving my man money to go grab all mine tomorrow morning can't be dealing with town to stressfull	 	0
1980	Family time is nice and all, but I'm ready to be back at work on this fine morning.	 	1
1981	If loose lips sink ships, then loose tweets sink fleets. ? (@ NASNI Theatre in Coronado, CA) https://t.co/dvFfrwO74Q	 	3
1982	Seriously tho if you need me anytime over winter break just shoot me a text. Probably won't respond cuz I'll most likely be eating, but hey	 	0
1983	@PolicyMic Scream this message: We want the security footage!!! #AntonioMartin #Ferguson #EndRacism #SocialJustice #BlackLivesMatter	 	0
1984	Oh the  @LabourEoin .@David_Cameron You would not need to take to twitter to peddle piffle	 	2
1985	Lovely first day of 2015; friends, family swim, sort & cleanse, curry, less time on social media, more time on others #startasyoumeantogoon	 	0
1986	@craigavonc left out blue bin as per calendar but not lifted. Checked your website and it indicates green bin  happy	 	0
1987	@OuttaHerrrrreee well I face peyton today in my one league so I hope he only has 2 TD passes and they're both to D Thomas for me lol	 	0
1988	Why do I have to have a good game then a bad game and then a good game then a bad game again. 😑😡	 	0
1989	2 and half hour walk #Proud	 	0
1990	@ShotofPatron #NoodleScene anyone? He was so zen there. . Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!	 	1
1991	My year is ending perfectly😂	 	1
1992	To be fair, DeBlasio only asked #BlackLivesMatter folks to stop protesting until the post-funerals. So police protesting him is cool.	 	2
1993	@SP_EnergyPeople are actually going to contact me rather than just apologising via Twitter?	 	0
1994	Go get it you broke ass bitches. my fault	 	0
1995	The things I see in Bath & Body Works #WorstOutfit  Cute #WTF http://t.co/IDqkQmBveA	 	0
1996	Seems as if @ProudMaryBoise wants to endorse me on LinkedIn for  - any thoughts on this from the #OMCchat crowd?	 	0
1997	Christmas part two began at my parents house today.Many gifts,mountains of wrapping paper,excited nephew,missing batteries, veggie chilli.	 	0
1998	You're great at keeping a conversation. .	 	1
1999	@UberFacts: Men with shaved heads are perceived as an inch taller and 13% stronger than men with hair. @KOJAK_M	 	0
2000	@ReedWilkerson I was tempted but I didn't want to one-up your tats with mine	 	0
2001	Awesome rainy day at the track!!  http://t.co/inZFxQcjGU	 	1
2002	I just love working Sunday's.  http://t.co/97bcc557Pi	 	1
2003	burger king hacking (07/13 and 11/13) was the weirdest and funniest, definetely	 	1
2004	Why is it so hard for people to cover their mouth when they cough?? Specially old people! Wtf, isn't it common curtesy? #coveryomouf #nasty	 	0
2005	I don't know how you can love, but also freaking hate someone so much!! 😒	 	0
2006	Love people that don't act like adults.	 	1
2007	The spicy cali roll is just cali roll with a dab of sauce on it W T F	 	0
2008	@DarkNetNews @Bipartisanism But it's not a time capsule! It' current in time	 	0
2009	Azealia Banks call Iggy "Igloo Australian"...WOOOW an incredible rapper diss another one	 	1
2010	What do you call a Chinese millionaire?	 	0
2011	Customers during Christmas time are SO NICE.	 	1
2012	First day of Christmas shopping tomorrow. Can not wait.	 	1
2013	. which is why i've visited #pakistan as many times as i have .. sez @BarackObama	 	3
2014	@MattHDGamer FUT14 ofc, the corners <3___<3 they where faaaantastic	 	1
2015	Small amount of lads with birds nests' for hair cuts  #ha #3allover	 	3
2016	You keep cops and civilians accountable with body cameras RIP Eric Gardner .Cameras don't keep people accountable , people do	 	1
2017	 is just #one of the many services I offer to #people who ask #stupid questions.	 	0
2018	What an awesome performance by the Choral students @VictoriaArts tonight! They're developing young stars of the future right here in #yeg!	 	0
2019	Every parent wants their child to get ahead, help your child with a sponsorship/grant from @TheMMBF #charity	 	0
2020	When one ear breaks on your headphones it's so frustrating!  #today	 	0
2021	@stellabearrr @oliviaboxall sounds like flat 8 are having a wonderful morn!|#HAH  #WOTWOT	 	1
2022	@daiyafoods tried the pizza tonight we got from @evermancoop down here in #Pensacola. #YUMMY! Great job :-) http://t.co/U5Ao7JVnf2	 	0
2023	@BarackObama So that is what happened the ACORN voter fraud people.	 	0
2024	Wow am I glad that I have to cycle through this weather.||	 	1
2025	@UGpk yeah in the "honour" of the picture those lyrics sketched ... 😳	 	0
2026	3:30am is a great time to learn the male reproductive system. with the biggest and brightest power point slides ever.  #biology	 	1
2027	MVP goes to Concordia Wifi.	 	1
2028	Such a good lie in	 	1
2029	I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.	 	1
2030	Can't wait until this weekend is over...then no more Xmas parties!!!!!! #HateSchmoozing	 	0
2031	The silence in #TimesSquare for #EricGarner last night is only broken by #NYPD siren. , watch on ifussss app. http://t.co/4qJQ9lM07U	 	2
2032	Towing company commuter car being towed.  http://t.co/O3NbsLQahp	 	2
2033	@Crystal_SWI it must be a really bad game if a superb comedian like Philly Phil can't squeeze some humor out of it.	 	2
2034	I love when this happens  http://t.co/CkMiXBPGAR	 	1
2035	LOL..It was an RSS agenda modi bribed UN officals to make yoga day international..  #secularindia #AntiConversionLaw #hypocrites	 	2
2036	What am i doing with my life	 	0
2037	I just found out I have a 13th grade education: https://t.co/OujZNnuE96||I must have slept through that entire year	 	2
2038	#notcies #eu Keeping deficits down: How successful is the EUs budget-surveillance mechanism? http://t.co/2oRy3l6hiW	 	0
2039	These girls can wake up people from the dead!  #worth #watching	 	0
2040	@Gomez_Nei im done with finals thursday that would be nice lol you leave friday at what time? ✈️	 	0
2041	@uovervindelig to the same sex.	 	0
2042	Simply having a wonderful christmas time :D	 	0
2043	@ITVDean if aguero is out for a long time, city could buy bony in January!	 	0
2044	I'm happy with the two hours of sleep I got last night  😩	 	1
2045	The secret of #change is to focus all your energy, not on fighting the old, but on building the new. ~Source Unknown|#Quotes|#QvAW	 	0
2046	3rdeye Brand Has Designed The Accessory For Your Easy To Carry And Comfortable http://t.co/tvkHUmWaGZ	 	0
2047	@TorteDeLini I'll check it out. :-)	 	0
2048	Last day of sewing selfie! #fashionmajor #rough #sewing #weresogood  @_erikarose http://t.co/YmThYUCcjd	 	1
2049	If BJPee hv balls ,do dare to lift ristrictions 2mro ahead of Modi's #Kashmir visit,Kashmiris wl show u how much thy love #Modi.|	 	1
2050	She's got something you just can't trust|It's something mysterious....	 	0
2051	@SusanCarlson111 If it's a "Blue Ribbon Panel", then it will be all good.	 	1
2052	#Indonesia -- #Four #large #parts of #crashed #AirAsia #jet #found #on #sea #floor. http://t.co/X25ajY5qiZ via @reuters	 	0
2053	@DSzymborski @Swydan Paul believes Rubby, Webster, Kelly, etc. are bad players based on '15 projections. I believe in their upside.	 	0
2054	@KimKardashian cropped her own child out of her picture. #motheroftheyear  http://t.co/fLEYWkFyZQ	 	1
2055	!!! RT @JeremyClarkson: Of all the places to get stuck in a traffic jam http://t.co/N2AX0wjH1k	 	2
2056	Oh yess Dean Smith is ref  on the plus side we have thompson #improved	 	1
2057	Dark grass does  rustle. www.MonsterMMORPG. com #brakiest by #MonsterMMORPG #mt121 http://t.co/Zca7uXxhRH	 	0
2058	What I did for my food at the Spanish party!  http://t.co/Pl1u0qyyyI	 	0
2059	@Eskom_SA street lights on during the day in Clayville, Olifantsfontein. This should not be happening with #loadshedding problems. -on	 	0
2060	@tweetkumud we are here to fight endlessly and change the system, atleast I am not going anywhere irrespective of result #AK4Delhi	 	0
2061	Next day makeup just looks so hawt 💋	 	1
2062	The good thing about college is that you're not asked to do evens or odds or even the back page of your worksheet.	 	1
2063	A great day is one in which it's pouring rain and you walk out of your apartment without your car or apartment keys.	 	1
2064	@leannrimes yep, the family of #EricGarner is feeling really joyful right now...  #BlackLivesMatter #ShutItDown	 	1
2065	they don't sing live, but they sure are hella good looking #smh	 	0
2066	Nosebleeds in the morning are my favorite	 	1
2067	#late night #shopping #bullringbirmingham #sunglasses really? Lol 😁 #sayyes she says xxx http://t.co/YsuyjqS8dr	 	0
2068	@UberStaub this is not real life. believe me.	 	0
2069	@NorpolFootball I hardly think @ntfc give a shite about the fans tbh	 	0
2070	Watch the wog head I will have after Christmas then #last #hair #cut #for #christmas	 	0
2071	Today should be fun	 	1
2072	@myrakhan you won't get a source other than ISPR :|	 	3
2073	@NordstromYYC Thanks. I'll have to check out another store in Calgary.	 	0
2074	you is very much right my brother when I am done I still will not have a car, and when I am done praising Allah I to will still  (1/2)	 	0
2075	One day is day..lemme console myself with blunt	 	0
2076	@ZachSellsMagic I thought all people did for the holiday was to stream holiday cube all day?!?!	 	2
2077	This 'legendary' anfield European cup atmosphere is great hey! ;-)	 	1
2078	Did #lyntoncrosby invent #CameronMustGo ? Puerile attacks on @Ed_Miliband in RW press provoked #webackEd which led to #CameronMustGo	 	2
2079	@SuchaFucknLadee @joeljen10 you do not afford the same treatment to PO's .Goes both ways.	 	0
2080	On page 35 of 357 of Hogfather, by Terry Pratchett http://t.co/k1u72J9FgF	 	0
2081	@benmaller public hammering the Steelers all week. Juicy.	 	0
2082	i do occupy rent free space in his cranial cavity LOL @MrNickking13	 	0
2083	@Fox5Wagner: In fight over overtime for Firefighters, DC viewed ruling from control board as permanent" but appeals court says no." #fb	 	0
2084	That was a great 3 hours of sleep	 	1
2085	Anamorphosis:placing objects so that viewed from a certain angle they create an image. |By French artist Bernard Pras http://t.co/3EQo36OVUw	 	0
2086	@Sahelanth @QuerierNew @hudds1 because as long as she's a victim she'll have white knights trying to save that damsel in distress.	 	3
2087	Are sororities upset that their sisters are making their organizations look bad or that the world sees how some of them act?#SororitySisters	 	0
2088	Mid speech @ Christmas Lacrosse Ball #flattering  @ Grand Cafe http://t.co/Uu7yeqDfV5	 	1
2089	Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! deanbcfc: WasAlRahman this is a question I ask myself everyday ...	 	3
2090	A decent Christmas party for a change, and an added bonus of not missing the last train for a change!	 	0
2091	Love the fact I'm sick on my birthday	 	1
2092	I'm knitting a scarf. Yes. Knitting. A scarf. Because manual dexterity and I like knitting. Problems?	 	0
2093	Well you just have to look... Don't you ?? #wrestling #SportsEntertainment  #wwe #raw or #smackdown #co... https://t.co/FTCvaJyULT	 	0
2094	@mediumvillain @deray blacks aren't elite enough to die in hospitals remember? That's only reserved for when police are in casualties...	 	0
2095	"@SerJeyms: This year's class picture is so awesome. Really awesome!  👊"  hahahahaha 😂	 	1
2096	Am I surprised that my coworker is not going to show up today?  #Flurries	 	1
2097	https://t.co/q3Oaw29oGV I forked node!  Get ready for the future.  (Where's my interviews)	 	0
2098	@DejanLovrenLFC6 your #ambition is #amazing.  #saintsfc enjoy exit from #ChampionsLeague	 	1
2099	maybe i should delete my facebook tab- cause then i'd probably get more stuff done and be less distracted	 	0
2100	Really don't wanna get ahead of myself but I can see the light at the end of the tunnel now #Rangers	 	0
2101	Also the only verb that I forgot was "to forget"	 	2
2102	@DrunkVinodMehta If #BJP joins with PDP, then CM will be of PDP. Only way to have a #HINDU #CM is to take support of Abdullah family	 	2
2103	@thismamatweets will tweet you when I've got it back up and running.	 	0
2104	Ay after 2 hours nareceive ko rin yung message haha thanks globe	 	1
2105	@F1NTFC @FlamingGrillPub @ntfc @SaintsRugby What's the prices like?	 	0
2106	That #moment when you don't wanna tell that person you been fuckin someone else.. Cause they might go fuck some else LOL o.O' #truth	 	2
2107	Sooooooo the #Bears will be looking for an offensive coordinator as well. This bodes well for next season.  #whatamess	 	1
2108	Any Hindu who tries to defend his religion is a Communal.  #Gharwapsi	 	2
2109	"Meh...i don't think I'm a suit person."|~ Neil Caffrey||#TvQuotes|#WhiteCollar	 	0
2110	Cramming 200+ psych pages into my brain even though we learnt that cramming isn't effective	 	2
2111	I love dating shows ! My favourite is Strictly come dancing, so good when it works out for them !	 	1
2112	 "@BarakRavid: BREAKING: PM Netanyahu slams EU countries: "The Europeans are hypocrites that learned nothing from the holocaust""	 	2
2113	Cooper's been busy today  http://t.co/StCUsUTr0u	 	1
2114	Merry Christmas love Instagram http://t.co/CcfhdT73wH 😂 #gifts  #spam	 	1
2115	I love when I write a tweet wrong. 😊	 	1
2116	Thechicago firehouse restaurant goes up in flames.  #chicago #fire #cfd #workingpress #cbs #wbbm... http://t.co/H7VwVUry8P	 	2
2117	Nailed it  #yesimreadingthisbook #catsofinstagram #catstagram #ilovemycat #pawproject... http://t.co/Wg8DSZD06G	 	1
2118	We prefer to lose the derby vs #SuC and fight for Ligna trophy.	 	3
2119	@talkhoops I got manually retweeted by Zach Harper. #internetcelebrity	 	0
2120	Thank you @EmmeRylan for live tweeting my morning	 	1
2121	@MeraDharm @Swamy39 You do look a die hard fan of his	 	1
2122	Happy stfx day! Lost my #Xring in '12. It was found 2 mo's later glistening on the 18th green of Lost Creek Golf Club. #xringmiracle	 	2
2123	@CameronJohnso23 so pissed at 2K rn..	 	0
2124	@kimoen_peter  ___ I love that Song <3	 	0
